Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,First Down Total,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17025520150903,39,166,1,28,10,106,0,1,0,3,52,0,1,-2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,8,351,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,10,82,16,2,2,1,0,0,0,13,20150903
255,17025520150903,52,476,9,5,4,77,1,0,0,2,21,0,4,44,0,2,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,69,2,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,6,3,1,1,0,0,0,26,20150903
231,231012820150903,31,131,1,37,28,260,1,0,0,3,63,0,2,14,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,15,6,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,7,45,15,8,0,0,0,0,0,17,20150903
128,231012820150903,30,46,0,34,23,249,2,0,0,4,100,0,2,15,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,7,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,3,20,16,7,1,0,0,0,0,18,20150903
457,457064820150903,33,208,0,31,19,232,1,3,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,6,30,13,5,2,0,0,0,0,20,20150903
648,457064820150903,47,254,1,27,12,140,1,0,0,1,24,0,0,0,0,0,0,0,3,2,0,0,0,0,2,1,2,2,0,0,0,0,0,17,5,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,8,60,15,7,2,1,0,0,0,22,20150903
521,521012920150903,35,153,2,32,22,266,1,0,0,2,42,0,3,0,0,0,0,0,1,3,0,0,0,0,3,1,3,3,0,0,0,0,0,24,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,4,35,14,6,0,0,0,0,0,19,20150903
129,521012920150903,28,78,1,42,29,265,0,1,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,7,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6,30,18,8,0,0,0,0,0,18,20150903
739,739016420150903,36,114,1,33,18,189,1,1,0,4,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,15,3,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,5,45,17,9,3,1,0,0,0,18,20150903
164,739016420150903,39,105,1,20,12,202,2,1,0,1,12,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,3,2,0,0,0,0,0,20,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,4,30,13,6,1,1,0,0,0,19,20150903
741,741004720150903,29,103,2,49,35,444,3,0,0,7,141,0,1,11,0,0,0,0,1,28,0,0,0,0,1,1,4,3,0,0,0,0,0,36,5,220,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,8,47,19,8,4,3,0,0,0,22,20150903
47,741004720150903,42,229,5,53,34,338,1,1,0,5,145,0,3,28,0,2,0,0,0,0,0,0,0,0,2,2,6,6,0,0,0,0,0,48,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,6,55,17,10,1,1,0,0,0,33,20150903
1068,1068074920150900,19,51,0,28,15,100,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,11,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,10,77,13,1,0,0,0,0,0,6,20150903
749,1068074920150900,42,203,2,40,29,388,3,0,0,1,8,0,5,40,0,0,0,0,0,0,0,0,0,0,3,2,5,5,0,0,0,0,0,41,4,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,3,30,16,7,2,2,0,0,0,29,20150903
